Brand=["Mekhala"],Reporting Range=["Monthly"],Select year=["2023"],Select month=["September"]
"Search Query","Search Query Score","Search Query Volume","Impressions: Total Count","Impressions: Brand Count","Impressions: Brand Share %","Clicks: Total Count","Clicks: Click Rate %","Clicks: Brand Count","Clicks: Brand Share %","Clicks: Price (Median)","Clicks: Brand Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Total Count","Cart Adds: Cart Add Rate %","Cart Adds: Brand Count","Cart Adds: Brand Share %","Cart Adds: Price (Median)","Cart Adds: Brand Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Total Count","Purchases: Purchase Rate %","Purchases: Brand Count","Purchases: Brand Share %","Purchases: Price (Median)","Purchases: Brand Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"thai massaman curry paste","509","77","2210","43","1.95","38","49.35","1","2.63","7.74","6.99","2","17","13","22","28.57","1","4.55","7.74","6.99","1","9","7","9","11.69","1","11.11","6.99","6.99","1","3","2","2023-09-30"
"maesri tom yum paste vegetarian","574","3","95","9","9.47","3","100.0","1","33.33","7.89","7.89","0","2","1","1","33.33","1","100.0","7.89","7.89","0","1","0","1","33.33","1","100.0","7.89","7.89","0","1","0","2023-09-30"
"pasta sauce","778","117923","2599612","639","0.02","45890","38.92","1","0.0","3.49","6.49","1518","4193","2637","36085","30.6","0","0.0","3.25",,"1136","2925","1744","16381","13.89","0","0.0","3.39",,"473","1188","659","2023-09-30"
"sambal goering","617","2","106","4","3.77","2","100.0","1","50.0","7.89","7.89","0","0","1","1","50.0","1","100.0","7.89","7.89","0","0","1","1","50.0","1","100.0","7.89","7.89","0","0","1","2023-09-30"
"thai red curry paste mekhala","501","2","120","10","8.33","2","100.0","2","100.0","17.9","17.9","0","0","0","1","50.0","1","100.0","34.93","34.93","0","0","0","1","50.0","1","100.0","34.93","34.93","0","0","0","2023-09-30"
"garlic minced","321","5841","125027","1130","0.9","2755","47.17","2","0.07","4.99","6.49","27","151","113","2215","37.92","1","0.05","4.89","6.49","19","84","59","1179","20.18","0","0.0","4.99",,"8","40","30","2023-09-30"
"thai simmer sauce","525","42","1262","36","2.85","21","50.0","1","4.76","9.99","6.99","2","2","6","11","26.19","1","9.09","6.29","6.99","0","1","3","4","9.52","1","25.0","5.98","6.99","0","0","0","2023-09-30"
"tom yum soup paste","435","199","4557","91","2.0","125","62.81","2","1.6","9.36","7.99","11","45","41","40","20.1","1","2.5","8.99","7.99","3","16","11","18","9.05","1","5.56","8.58","7.99","2","6","5","2023-09-30"
"lemongrass paste tube","137","166","4268","222","5.2","54","32.53","10","18.52","8.19","7.99","0","23","11","28","16.87","7","25.0","7.99","7.99","0","12","5","14","8.43","2","14.29","7.99","7.99","0","6","2","2023-09-30"
"thai tom yum paste","152","131","2932","213","7.26","57","43.51","11","19.3","8.99","7.99","2","22","22","25","19.08","5","20.0","7.99","7.99","0","11","9","8","6.11","2","25.0","7.99","7.99","0","3","4","2023-09-30"
"organic yellow curry","487","8","274","20","7.3","6","75.0","2","33.33","7.99","7.29","0","0","3","2","25.0","1","50.0","7.29","7.29","0","0","1","1","12.5","1","100.0","7.99","7.99","0","0","0","2023-09-30"
"aji amarillo paste","201","7249","183204","382","0.21","4102","56.59","2","0.05","9.2","6.49","76","1442","1622","2271","31.33","2","0.09","8.89","6.49","34","875","904","1186","16.36","2","0.17","8.89","6.49","22","502","450","2023-09-30"
"fresh basil leaves","194","2823","61749","450","0.73","1316","46.62","2","0.15","2.99","6.49","8","23","44","999","35.39","2","0.2","2.99","6.49","5","6","9","490","17.36","2","0.41","2.99","6.49","2","3","4","2023-09-30"
"red curry sauce","733","269","6649","203","3.05","113","42.01","4","3.54","8.69","6.49","3","25","16","52","19.33","2","3.85","7.99","6.49","3","8","6","21","7.81","0","0.0","5.79",,"2","0","4","2023-09-30"
"pad thai","161","8220","186767","722","0.39","3367","40.96","6","0.18","5.69","6.49","56","339","269","1796","21.85","3","0.17","5.49","6.49","18","112","73","729","8.87","2","0.27","5.49","6.49","12","48","32","2023-09-30"
"momofuku","180","38071","873337","1605","0.18","15997","42.02","7","0.04","29.46","6.99","1080","3066","3866","5783","15.19","3","0.05","13.49","6.49","319","875","1050","2068","5.43","0","0.0","14.75",,"144","339","361","2023-09-30"
"sambal organic","923","3","100","13","13.0","5","166.67","4","80.0","14.95","14.95","0","0","4","1","33.33","1","100.0","18.9","18.9","0","0","1","0","0.0","0",,,,"0","0","0","2023-09-30"
"ginger miso","227","115","2511","83","3.31","38","33.04","5","13.16","7.39","7.99","1","3","3","26","22.61","2","7.69","6.99","7.99","1","1","1","15","13.04","2","13.33","7.99","7.99","1","1","1","2023-09-30"
"organic basil thai","676","1","20","1","5.0","1","100.0","1","100.0","7.99","7.99","0","0","1","1","100.0","1","100.0","7.99","7.99","0","0","1","1","100.0","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"vegan miso paste","418","143","3703","132","3.56","81","56.64","2","2.47","8.7","7.99","9","37","15","33","23.08","1","3.03","8.7","7.99","4","19","4","12","8.39","1","8.33","8.63","7.99","1","8","0","2023-09-30"
"lemongrass fresh stalks","534","33","766","30","3.92","17","51.52","1","5.88","13.4","7.99","0","4","3","8","24.24","1","12.5","11.99","7.99","0","1","1","4","12.12","1","25.0","6.49","6.49","0","1","1","2023-09-30"
"yelow curry","591","6","126","6","4.76","2","33.33","1","50.0","7.39","7.39","0","0","0","2","33.33","1","50.0","7.39","7.39","0","0","0","1","16.67","1","100.0","7.39","7.39","0","0","0","2023-09-30"
"shrimp wild caught","112","5015","95889","1046","1.09","2288","45.62","6","0.26","13.99","6.49","2","0","0","1431","28.53","5","0.35","13.99","6.49","1","0","0","720","14.36","3","0.42","16.99","6.49","0","0","0","2023-09-30"
"sambal olek","873","778","22694","403","1.78","260","33.42","2","0.77","13.39","7.89","6","52","37","63","8.1","0","0.0","9.59",,"3","20","10","40","5.14","0","0.0","8.99",,"3","12","9","2023-09-30"
"organic chicken thighs","850","7450","161885","519","0.32","4496","60.35","0","0.0","9.19",,"0","1","1","3393","45.54","0","0.0","9.29",,"0","0","0","1846","24.78","0","0.0","15.28",,"0","0","0","2023-09-30"
"res curry","386","7","175","8","4.57","4","57.14","2","50.0","4.79","6.49","0","0","0","2","28.57","2","100.0","6.49","6.49","0","0","0","1","14.29","1","100.0","6.49","6.49","0","0","0","2023-09-30"
"green thai curry","280","112","2983","112","3.75","47","41.96","4","8.51","6.11","6.49","1","7","9","31","27.68","3","9.68","6.29","6.49","1","4","6","20","17.86","1","5.0","5.75","6.49","1","1","3","2023-09-30"
"organic thai curry paste","426","29","869","109","12.54","25","86.21","7","28.0","24.22","20.49","0","6","14","6","20.69","3","50.0","7.86","7.86","0","1","3","2","6.9","0","0.0","3.98",,"0","0","2","2023-09-30"
"thai noodles","870","4379","100892","152","0.15","1468","33.52","2","0.14","6.79","6.49","58","322","312","743","16.97","1","0.13","5.29","6.49","34","135","125","301","6.87","0","0.0","4.79",,"17","63","47","2023-09-30"
"gluten free miso","315","171","4356","149","3.42","85","49.71","3","3.53","8.88","7.99","16","31","11","46","26.9","2","4.35","8.76","7.99","8","16","4","20","11.7","1","5.0","8.7","7.99","4","9","1","2023-09-30"
"fresh lemongrass","408","339","8342","159","1.91","138","40.71","3","2.17","11.99","6.49","0","9","6","59","17.4","1","1.69","2.99","6.49","0","3","1","23","6.78","1","4.35","13.4","6.49","0","2","0","2023-09-30"
"teriyaki sauce organic","449","453","9656","108","1.12","253","55.85","1","0.4","5.39","6.49","3","10","14","170","37.53","1","0.59","4.49","6.49","1","4","5","62","13.69","1","1.61","4.99","6.49","0","1","0","2023-09-30"
"tom iam pasta","627","1","20","3","15.0","2","200.0","1","50.0","7.99","7.99","0","1","1","1","100.0","1","100.0","7.99","7.99","0","0","1","1","100.0","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"rendag curry","634","1","19","3","15.79","2","200.0","1","50.0","7.89","7.89","0","1","0","1","100.0","1","100.0","7.89","7.89","0","1","0","1","100.0","1","100.0","7.89","7.89","0","1","0","2023-09-30"
"mayonnaise","745","130032","2908651","507","0.02","55265","42.5","1","0.0","5.99","6.49","2189","7032","5139","39623","30.47","1","0.0","5.49","6.49","1477","4364","3073","18465","14.2","0","0.0","5.69",,"781","2211","1395","2023-09-30"
"rendeng paste","881","33","604","65","10.76","13","39.39","4","30.77","8.22","7.89","0","5","6","4","12.12","1","25.0","7.89","7.89","0","2","2","3","9.09","0","0.0","8.32",,"0","1","2","2023-09-30"
"curry paste indian","340","321","8467","289","3.41","143","44.55","4","2.8","9.99","7.89","8","38","55","65","20.25","1","1.54","9.99","7.89","6","16","22","29","9.03","1","3.45","9.44","7.89","2","5","13","2023-09-30"
"malatang sauce","272","211","4190","173","4.13","102","48.34","4","3.92","17.75","7.99","1","17","25","27","12.8","3","11.11","17.75","7.99","1","9","7","6","2.84","1","16.67","15.99","7.99","0","2","2","2023-09-30"
"organic bouillon paste","603","8","196","5","2.55","6","75.0","1","16.67","14.99","7.99","1","1","4","5","62.5","1","20.0","14.99","7.99","1","0","4","3","37.5","1","33.33","11.78","7.99","1","0","2","2023-09-30"
"mekhala thai red curry paste","595","1","60","6","10.0","1","100.0","1","100.0","18.9","18.9","0","0","0","1","100.0","1","100.0","18.9","18.9","0","0","0","1","100.0","1","100.0","18.9","18.9","0","0","0","2023-09-30"
"radish organic","532","77","1821","31","1.7","53","68.83","1","1.89","2.49","6.99","0","0","0","51","66.23","1","1.96","2.49","6.99","0","0","0","20","25.97","1","5.0","2.49","6.99","0","0","0","2023-09-30"
"tiki masala sauce","848","831","19012","234","1.23","419","50.42","1","0.24","6.29","7.99","7","53","71","218","26.23","1","0.46","5.75","7.99","3","20","26","87","10.47","0","0.0","5.79",,"3","12","6","2023-09-30"
"curry seasoning","721","1134","25761","74","0.29","464","40.92","3","0.65","7.49","6.49","30","133","101","258","22.75","3","1.16","6.99","6.49","16","68","61","72","6.35","0","0.0","6.97",,"8","20","15","2023-09-30"
"gluten free ramen","824","14104","327557","221","0.07","7299","51.75","3","0.04","18.97","6.99","351","2123","2276","2315","16.41","1","0.04","14.99","7.99","124","617","611","762","5.4","0","0.0","14.99",,"55","229","177","2023-09-30"
"yellow curry","15","2113","51010","2129","4.17","914","43.26","109","11.93","7.99","7.29","18","184","224","483","22.86","67","13.87","7.99","7.29","8","78","110","215","10.18","31","14.42","7.99","7.29","3","37","42","2023-09-30"
"asian","95","35284","641078","2135","0.33","2924","8.29","21","0.72","5.69","6.49","26","193","189","1588","4.5","7","0.44","4.99","6.49","8","73","49","340","0.96","2","0.59","4.89","6.49","1","8","3","2023-09-30"
"lemongrass curry paste","369","18","326","19","5.83","9","50.0","3","33.33","9.99","6.99","0","2","2","3","16.67","2","66.67","6.99","6.49","0","1","0","1","5.56","1","100.0","6.99","6.99","0","0","0","2023-09-30"
"ginger paste for cooking","305","686","17659","589","3.34","295","43.0","4","1.36","10.99","7.98","6","105","97","165","24.05","3","1.82","10.99","7.98","3","63","55","71","10.35","0","0.0","10.99",,"1","32","24","2023-09-30"
"mekhala tumeric china grass paste","389","1","18","6","33.33","2","200.0","2","100.0","23.48","23.48","0","0","2","2","200.0","2","100.0","23.48","23.48","0","0","2","1","100.0","1","100.0","23.48","23.48","0","0","1","2023-09-30"
"organic curry sause","630","3","57","3","5.26","2","66.67","1","50.0","6.99","7.39","0","0","0","1","33.33","1","100.0","7.39","7.39","0","0","0","1","33.33","1","100.0","7.39","7.39","0","0","0","2023-09-30"
"rendang curry paste","94","247","6839","536","7.84","106","42.91","31","29.25","7.97","7.89","2","36","46","41","16.6","12","29.27","7.97","7.89","0","10","21","12","4.86","2","16.67","7.97","7.89","0","3","7","2023-09-30"
"sambal sauce","975","937","23804","374","1.57","277","29.56","0","0.0","9.99",,"18","66","68","84","8.96","0","0.0","9.49",,"9","23","23","35","3.74","0","0.0","8.36",,"2","12","10","2023-09-30"
"tomato paste","97","79916","1868517","5545","0.3","51749","64.75","6","0.01","1.79","6.49","940","4135","2894","45141","56.49","0","0.0","1.69",,"742","2943","1873","22766","28.49","0","0.0","1.69",,"332","1419","847","2023-09-30"
"asian sauces for cooking","797","1026","24295","506","2.08","401","39.08","3","0.75","11.25","7.89","23","115","128","206","20.08","0","0.0","7.18",,"16","51","64","45","4.39","0","0.0","6.29",,"3","13","8","2023-09-30"
"red curry powder","257","705","17999","243","1.35","365","51.77","7","1.92","6.99","6.49","11","118","110","201","28.51","3","1.49","6.18","6.49","7","62","70","81","11.49","1","1.23","6.18","6.49","0","31","34","2023-09-30"
"umami ginger sauce","820","365","9256","300","3.24","131","35.89","1","0.76","9.95","7.99","2","60","41","50","13.7","1","2.0","6.99","7.99","1","21","17","21","5.75","0","0.0","6.99",,"1","11","6","2023-09-30"
"galangal powder","977","679","18536","78","0.42","341","50.22","1","0.29","9.99","7.99","12","119","108","179","26.36","1","0.56","9.99","7.99","10","61","55","77","11.34","0","0.0","9.99",,"4","33","26","2023-09-30"
"organic thai green curry paste","948","11","295","29","9.83","6","54.55","3","50.0","7.99","7.86","0","3","3","2","18.18","1","50.0","7.86","7.86","0","0","2","1","9.09","0","0.0","36.99",,"0","0","1","2023-09-30"
"lemon grass paste tube","136","137","3761","153","4.07","32","23.36","8","25.0","7.99","6.49","0","10","8","13","9.49","5","38.46","6.49","6.49","0","5","4","7","5.11","3","42.86","7.99","7.99","0","3","2","2023-09-30"
"thai curry paste organic","175","13","283","35","12.37","7","53.85","6","85.71","6.49","6.49","0","2","3","5","38.46","4","80.0","6.49","6.49","0","1","2","3","23.08","2","66.67","7.99","6.49","0","1","0","2023-09-30"
"gochujang organic","122","201","5512","299","5.42","113","56.22","11","9.73","9.79","7.99","6","34","24","29","14.43","5","17.24","9.64","7.99","2","6","6","11","5.47","3","27.27","8.99","7.99","0","4","3","2023-09-30"
"thai red curry","24","660","16568","511","3.08","311","47.12","59","18.97","6.49","6.49","6","49","70","186","28.18","46","24.73","6.49","6.49","3","24","28","85","12.88","22","25.88","5.69","6.49","1","12","10","2023-09-30"
"yellow bean sauce chinese","598","32","936","6","0.64","6","18.75","1","16.67","8.48","6.49","0","1","1","2","6.25","1","50.0","6.49","6.49","0","0","0","2","6.25","1","50.0","6.49","6.49","0","0","0","2023-09-30"
"curry paste mild organic","614","1","20","4","20.0","1","100.0","1","100.0","24.71","24.71","0","0","0","1","100.0","1","100.0","24.71","24.71","0","0","0","1","100.0","1","100.0","24.71","24.71","0","0","0","2023-09-30"
"organnic red curry paste","565","2","120","10","8.33","2","100.0","1","50.0","7.87","7.99","0","1","1","1","50.0","1","100.0","7.99","7.99","0","0","1","1","50.0","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"vegetarian thai curry paste","506","36","885","45","5.08","20","55.56","1","5.0","11.93","7.99","2","7","5","6","16.67","1","16.67","11.93","7.99","1","1","1","2","5.56","1","50.0","7.99","7.99","0","0","0","2023-09-30"
"broccoli organic fresh","244","21030","425462","1343","0.32","13165","62.6","5","0.04","4.29","6.49","0","1","2","11881","56.5","2","0.02","4.29","6.49","0","0","1","7334","34.87","0","0.0","4.29",,"0","0","0","2023-09-30"
"sambal oelek chili paste huy fong","921","713","17672","421","2.38","195","27.35","0","0.0","39.89",,"5","30","22","25","3.51","0","0.0","41.4",,"0","4","7","17","2.38","0","0.0","13.39",,"0","4","7","2023-09-30"
"yello curry","594","6","129","6","4.65","2","33.33","1","50.0","6.49","6.49","0","0","1","1","16.67","1","100.0","6.49","6.49","0","0","0","1","16.67","1","100.0","6.49","6.49","0","0","0","2023-09-30"
"chinese noodles","852","9931","231747","149","0.06","2938","29.58","3","0.1","12.18","24.17","111","678","751","950","9.57","1","0.11","9.99","28.93","38","207","195","310","3.12","0","0.0","8.49",,"18","67","57","2023-09-30"
"gluten free miso paste","204","257","6414","261","4.07","151","58.75","5","3.31","9.98","7.99","17","57","40","71","27.63","2","2.82","8.76","7.99","11","29","20","25","9.73","2","8.0","8.76","7.99","4","12","7","2023-09-30"
"zucchini organic fresh","44","15444","313643","10621","3.39","9813","63.54","18","0.18","3.69","6.49","0","2","0","7551","48.89","5","0.07","3.49","6.49","0","2","0","4423","28.64","1","0.02","2.75","7.29","0","0","0","2023-09-30"
"lemon","164","146357","3259685","742","0.02","93707","64.03","3","0.0","0.99","6.49","229","710","624","87965","60.1","3","0.0","0.99","6.49","95","301","227","47086","32.17","2","0.0","0.99","6.49","59","126","81","2023-09-30"
"mekhala organic tom yum","587","1","20","7","35.0","1","100.0","1","100.0","7.99","7.99","0","0","1","1","100.0","1","100.0","7.99","7.99","0","0","1","1","100.0","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"fresh ginger root","414","2522","57257","191","0.33","1243","49.29","1","0.08","6.5","7.29","9","63","72","877","34.77","1","0.11","4.13","7.29","5","14","20","454","18.0","1","0.22","2.05","7.29","2","9","7","2023-09-30"
"frozen veggies organic","985","1955","39849","72","0.18","1215","62.15","1","0.08","3.19","6.49","0","1","0","984","50.33","1","0.1","2.99","6.49","0","0","0","488","24.96","0","0.0","2.99",,"0","0","0","2023-09-30"
"red curry paste","1","11733","293800","10842","3.69","6421","54.73","1120","17.44","6.11","6.49","310","1464","1219","4641","39.56","912","19.65","4.99","6.49","237","1019","785","2317","19.75","469","20.24","4.79","6.49","130","578","393","2023-09-30"
"shrimp frozen","984","23169","469010","329","0.07","7606","32.83","1","0.01","9.99","6.39","5","22","18","5317","22.95","0","0.0","9.99",,"4","9","6","2122","9.16","0","0.0","9.99",,"1","3","0","2023-09-30"
"frontier soups","550","8474","211533","19","0.01","4932","58.2","1","0.02","19.6","6.49","57","1251","1620","1753","20.69","1","0.06","10.38","6.49","26","388","578","516","6.09","1","0.19","10.38","6.49","10","129","170","2023-09-30"
"yellow curry paste thai","38","495","12277","693","5.64","281","56.77","42","14.95","7.99","7.39","3","111","95","149","30.1","28","18.79","7.99","7.39","1","61","49","75","15.15","11","14.67","7.99","7.99","0","33","27","2023-09-30"
"red curry past","787","24","726","27","3.72","6","25.0","3","50.0","6.49","7.29","0","0","2","5","20.83","2","40.0","6.49","6.49","0","0","1","1","4.17","0","0.0","4.99",,"0","0","0","2023-09-30"
"geeen curry","639","3","50","3","6.0","2","66.67","1","50.0","0.59","7.29","0","0","1","2","66.67","1","50.0","0.59","7.29","0","0","1","1","33.33","1","100.0","7.29","7.29","0","0","1","2023-09-30"
"indian curry paste","106","694","19110","785","4.11","317","45.68","12","3.79","9.99","7.99","9","103","119","120","17.29","6","5.0","9.99","7.99","2","41","40","46","6.63","3","6.52","9.99","7.99","1","20","13","2023-09-30"
